CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2023 NATIONALLY AGGREGATED PV,2022 NATIONALLY AGGREGATED PV,2021 NATIONALLY AGGREGATED PV,2020 NATIONALLY AGGREGATED PV
Amine neutralized phosphated polyester (PROVISIONAL),231517,231517,Accession Number,"<50,000","<50,000","<50,000","<50,000"
Amine/aldehyde condensate,143501,143501,Accession Number,"<50,000","250,000 – <550,000","550,000 – <1,000,000","250,000 – <550,000"
"Amines, (2-ethylhexyl)(hydrogenated tallow alkyl)",1078712-77-2,1078712772,CASRN,"550,000 – <1,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, (2-ethylhexyl)(hydrogenated tallow alkyl)methyl",1078712-76-1,1078712761,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Amines, (hydrogenated tallow alkyl)dimethyl",61788-95-2,61788952,CASRN,"250,000 – <550,000","550,000 – <1,000,000","<50,000","50,000 – <250,000"
"Amines, bis(C11-14-branched and linear alkyl)",900169-60-0,900169600,CASRN,"500,000 – <1,000,000","258,616","75,000 – <500,000","75,000 – <500,000"
"Amines, bis(hydrogenated palm-oil alkyl)hydroxy",1374859-51-4,1374859514,CASRN,"184,160","82,612","150,170","134,628"
"Amines, bis(hydrogenated rape-oil alkyl)methyl",204933-92-6,204933926,CASRN,"<50,000","50,000 – <250,000","50,000 – <250,000","<50,000"
"Amines, bis(hydrogenated rape-oil alkyl)methyl, N-oxides",204933-93-7,204933937,CASRN,"11,572","108,431","195,514","112,213"
"Amines, bis(hydrogenated tallow alkyl)",61789-79-5,61789795,CASRN,"550,000 – <1,000,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","850,000 – <1,000,000"
"Amines, bis(hydrogenated tallow alkyl), 2-[[bis(hydrogenated tallow alkyl)amino]carbonyl]benzoates",91745-35-6,91745356,CASRN,"<50,000","50,000 – <250,000","50,000 – <250,000","<50,000"
"Amines, bis(hydrogenated tallow alkyl), oxidized",143925-92-2,143925922,CASRN,"250,000 – <550,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","550,000 – <1,000,000"
"Amines, bis(hydrogenated tallow alkyl)methyl",61788-63-4,61788634,CASRN,"8,500,000 – <25,000,000","8,500,000 – <25,000,000","8,500,000 – <25,000,000","8,500,000 – <25,000,000"
"Amines, C10-16-alkyldimethyl, N-oxides",70592-80-2,70592802,CASRN,"50,000,000 – <100,000,000","85,000,000 – <100,000,000","85,000,000 – <100,000,000","100,000,000 – <250,000,000"
"Amines, C11-14-branched alkyl, monohexyl and dihexyl phosphates",80939-62-4,80939624,CASRN,"550,000 – <1,000,000","1,000,000 – <2,500,000","850,000 – <1,000,000","550,000 – <700,000"
"Amines, C12-14-alkyl, C6-10-alkyl phosphates",68603-55-4,68603554,CASRN,"500,000 – <1,000,000","500,000 – <1,000,000","500,000 – <1,000,000","75,000 – <500,000"
"Amines, C12-14-alkyl, isooctyl phosphates",68187-67-7,68187677,CASRN,"68,381","75,000 – <500,000","75,000 – <500,000","<75,000"
"Amines, C12-14-tert-alkyl",68955-53-3,68955533,CASRN,"5,000,000 – <10,000,000","5,000,000 – <10,000,000","10,000,000 – <50,000,000","5,000,000 – <10,000,000"
"Amines, C12-14-tert-alkyl, 2-[[bis(1,3-dimethylbutoxy)phosphinothioyl]thio]methylethyl phosphates",141904-03-2,141904032,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Amines, C12-14-tert-alkyl, bis(2-ethylhexyl) phosphates",253682-92-7,253682927,CASRN,"<75,000","75,000 – <500,000","<75,000","75,000 – <500,000"
"Amines, C12-14-tert-alkyl, compds. with 1-[2-[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]diazenyl]-2-naphthalenol 1-[2-[2-hydroxy-4(or 5)-nitrophenyl]diazenyl]-2-naphthalenol chromium complexes",117527-94-3,117527943,CASRN,"<75,000","77,308","75,000 – <500,000","75,000 – <500,000"
"Amines, C12-14-tert-alkyl, di-Me phosphates",68155-32-8,68155328,CASRN,"50,000 – <250,000","250,000 – <550,000","50,000 – <250,000","250,000 – <550,000"
"Amines, C12-14-tert-alkyl, isooctyl phosphates",151552-14-6,151552146,CASRN,"<75,000","75,000 – <500,000","75,000 – <500,000","<75,000"
"Amines, C12-14-tert-alkyl, mixed C12-20-alkyl and C14-18-di- and monounsatd. alkyl phosphates",2746399-77-7,2746399777,CASRN,"550,000 – <1,000,000","550,000 – <1,000,000","550,000 – <1,000,000","550,000 – <1,000,000"
"Amines, C12-14-tert-alkyl, mono(2-ethylhexyl) phosphates",253682-91-6,253682916,CASRN,"<75,000","<75,000","<75,000","<75,000"
"Amines, C12-14-tert-alkyl, mono-Me phosphates",68155-35-1,68155351,CASRN,"50,000 – <250,000","250,000 – <550,000","50,000 – <250,000","250,000 – <550,000"
"Amines, C12-16-alkyldimethyl",68439-70-3,68439703,CASRN,"1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000"
"Amines, C12-18-alkyl",68155-27-1,68155271,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Amines, C12-18-alkyldimethyl",68391-04-8,68391048,CASRN,"75,000 – <500,000","1,000,000 – <8,500,000","500,000 – <1,000,000","1,000,000 – <8,500,000"
"Amines, C12-18-alkyldimethyl, N-oxides",68955-55-5,68955555,CASRN,"2,345,016","3,030,700","2,054,356","1,577,389"
"Amines, C16-18 and C18-unsatd. alkyl",68037-95-6,68037956,CASRN,"<75,000","75,000 – <500,000","<75,000","<75,000"
"Amines, C16-22-alkyl",68037-92-3,68037923,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","<75,000"
"Amines, C16-22-alkyldimethyl",75444-69-8,75444698,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, C16-22-tert-alkyl",68955-54-4,68955544,CASRN,"50,000 – <250,000","50,000 – <250,000","<50,000","50,000 – <250,000"
"Amines, C16-22-tert-alkyl, compds. with 2(3H)-benzothiazolethione (1:1)",117920-00-0,117920000,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Amines, C36-alkylenedi-",68955-56-6,68955566,CASRN,"75,000 – <500,000","75,000 – <500,000","285,071","113,494"
"Amines, coco alkyl",61788-46-3,61788463,CASRN,"10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000"
"Amines, coco alkyl, acetates",61790-57-6,61790576,CASRN,0,0,"229,984","254,554"
"Amines, coco alkyldimethyl",61788-93-0,61788930,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, coco alkyldimethyl, N-oxides",61788-90-7,61788907,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, di-C12-18-alkyl",68153-95-7,68153957,CASRN,"<50,000","<50,000","<50,000","50,000 – <250,000"
"Amines, di-C12-18-alkylmethyl",68439-75-8,68439758,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, di-C14-18-alkyl",68037-98-9,68037989,CASRN,"50,000 – <250,000","<50,000","<50,000","<50,000"
"Amines, di-C8-20-alkyl",68526-63-6,68526636,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Amines, dicoco alkyl",61789-76-2,61789762,CASRN,"1,000,000 – <5,000,000","5,000,000 – <10,000,000","5,000,000 – <10,000,000","5,000,000 – <10,000,000"
"Amines, dicoco alkylmethyl",61788-62-3,61788623,CASRN,"500,000 – <1,000,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Amines, dimethylsoya alkyl",61788-91-8,61788918,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Amines, dimethyltallow alkyl",68814-69-7,68814697,CASRN,"100,000 – <250,000","75,000 – <100,000","400,000 – <550,000","100,000 – <250,000"
"Amines, ditallow alkyl",68783-24-4,68783244,CASRN,0,"35,041","17,490","26,663"
"Amines, hydrogenated tallow alkyl",61788-45-2,61788452,CASRN,"5,000,000 – <10,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000"
"Amines, N-(C14-18 and C16-18-unsatd. alkyl)trimethylenedi-",68439-73-6,68439736,CASRN,"1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","850,000 – <1,000,000"
"Amines, N-(hydrogenated tallow alkyl)trimethylenedi-",68603-64-5,68603645,CASRN,"12,222","50,000 – <250,000","50,000 – <250,000","<50,000"
"Amines, N,N,N'-trimethyl-N'-tallow alkyltrimethylenedi-",68783-25-5,68783255,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, N,N,N'-trimethyl-N'-tallow alkyltrimethylenedi-, reaction products with sodium 2-chloroacetate (1:1)",313688-92-5,313688925,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, N'-[3-[(3-aminopropyl)amino]propyl]-N,N-bis(hydrogenated tallow alkyl)trimethylenedi-",1884578-89-5,1884578895,CASRN,"50,000 – <250,000","<50,000","<50,000","<50,000"
"Amines, N-coco alkyltrimethylenedi-",61791-63-7,61791637,CASRN,"1,000,000 – <2,500,000","550,000 – <700,000","700,000 – <850,000","1,000,000 – <2,500,000"
"Amines, N-coco alkyltrimethylenedi-, glycolates",68155-43-1,68155431,CASRN,"21,113",0,"36,516","42,506"
"Amines, N-soya alkyltrimethylenedi-",61791-67-1,61791671,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Amines, N-tallow alkyldipropylenetri-",61791-57-9,61791579,CASRN,"100,000 – <250,000","100,000 – <250,000","100,000 – <250,000","250,000 – <400,000"
"Amines, N-tallow alkylpropylenedi-, hydrochlorides",67774-71-4,67774714,CASRN,"66,356","55,656","62,626","46,364"
"Amines, N-tallow alkyltrimethylenedi-",61791-55-7,61791557,CASRN,"5,500,000 – <7,000,000","7,000,000 – <8,500,000","5,000,000 – <10,000,000","5,000,000 – <10,000,000"
"Amines, N-tallow alkyltrimethylenedi-, ethoxylated, dihydrochlorides",68911-77-3,68911773,CASRN,"100,000 – <250,000","100,000 – <250,000","50,000 – <75,000","100,000 – <250,000"
"Amines, N-tallow alkyltrimethylenedi-, hydrochlorides",91745-58-3,91745583,CASRN,"550,000 – <700,000","550,000 – <700,000","550,000 – <700,000","700,000 – <850,000"
"Amines, N-tallow alkyltrimethylenedi-, oleates",61791-53-5,61791535,CASRN,"100,000 – <250,000","250,000 – <400,000","250,000 – <400,000","100,000 – <250,000"
"Amines, N-tallow alkyltrimethylenedi-, propoxylated, hydrochlorides",107712-57-2,107712572,CASRN,"25,521","21,407","24,086","30,063"
"Amines, N-tallow alkyltris(trimethylene)tetra-",151661-99-3,151661993,CASRN,"50,000 – <250,000","<50,000","50,000 – <250,000","50,000 – <250,000"
"Amines, N-tallow alkyltris(trimethylene)tetra-, hydrochlorides",68526-74-9,68526749,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Amines, polyethylenepoly-, C8-20-alkyl phosphates",2732890-38-7,2732890387,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Amines, polyethylenepoly-, reaction products with succinic anhydride polybutenyl derivs.",68439-80-5,68439805,CASRN,"1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000"
"Amines, polyethylenepoly-, reaction products with succinic anhydride polybutenyl derivs., compds. with boric acid (H3BO3)",2730864-63-6,2730864636,CASRN,"<75,000","<75,000","<75,000","<75,000"
"Amines, polyethylenepoly-, reaction products with succinic anhydride polyisobutenyl derivs.",84605-20-9,84605209,CASRN,"50,000,000 – <100,000,000","50,000,000 – <100,000,000","50,000,000 – <100,000,000","50,000,000 – <100,000,000"
"Amines, polyethylenepoly-, reaction products with succinic anhydride polyisobutenyl derivs., borated",134758-95-5,134758955,CASRN,"25,000,000 – <40,000,000","25,000,000 – <40,000,000","40,000,000 – <55,000,000","40,000,000 – <55,000,000"
"Amines, rosin alkyl",61790-47-4,61790474,CASRN,"55,045","90,064","169,627","71,382"
"Amines, soya alkyl",61790-18-9,61790189,CASRN,"1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000"
"Amines, tallow alkyl",61790-33-8,61790338,CASRN,"10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000"
"Amines, tallow alkyl, acetates",61790-60-1,61790601,CASRN,"75,000 – <500,000","500,000 – <1,000,000","75,000 – <500,000","75,000 – <500,000"
"Amines, tallow alkyl, dodecylbenzenesulfonates",68139-94-6,68139946,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","500,000 – <1,000,000"
"Amines, tallow alkyl, ethoxylated",61791-26-2,61791262,CASRN,"1,000,000 – <5,000,000","50,000 – <250,000","<50,000","<50,000"
"Amines, tallow alkyl, ethoxylated, compds. with polyethylene glycol hydrogen sulfate 2,4,6-tris(1-phenylethyl)phenyl ether",461679-05-0,461679050,CASRN,"50,000 – <250,000","50,000 – <250,000","<50,000","50,000 – <250,000"
"Amines, tallow alkyl, ethoxylated, compds. with polyethylene glycol hydrogen sulfate nonylphenyl ether",148373-01-7,148373017,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, tallow alkyl, hydrochlorides",91745-56-1,91745561,CASRN,"550,000 – <700,000","550,000 – <700,000","550,000 – <700,000","550,000 – <700,000"
"Amines, tallow alkyl, hydrogenated, reaction products with sebacic acid, barium salts",1282612-27-4,1282612274,CASRN,"8,640","45,191","24,539","24,755"
"Amines, tallow alkyl, reaction products with cyclohexylamine and 1,1'-methylenebis[isocyanatobenzene]",1078712-83-0,1078712830,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Amines, tallow alkyl, reaction products with TDI and p-toluidine",2738351-29-4,2738351294,CASRN,"550,000 – <1,000,000","550,000 – <1,000,000","<50,000","550,000 – <1,000,000"
Aminoalkyl substituted alkylphenol,246743,246743,Accession Number,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000"
Aminoester of polyalkenylated alkyldicarboxylic acid,156140,156140,Accession Number,"50,000 – <250,000","250,000 – <550,000","50,000 – <250,000","50,000 – <250,000"
"Aminohydroxy naphthalenesulfonic acid, coupled with diazotized[(aminophenyl)sulfonyl]ethyl hydrogen sulfate and diazotized amino[[(sulfooxy)ethyl]sulfonyl]benzenesulfonic acid, salts (PROVISIONAL)",226245,226245,Accession Number,"62,920","32,318","40,040","14,595"
"Aminolignin, hydrochloride",67800-78-6,67800786,CASRN,"32,578","24,658","24,961","33,867"
Ammonia,7664-41-7,7664417,CASRN,"40,000,000,000 – <45,000,000,000","40,000,000,000 – <45,000,000,000","35,000,000,000 – <40,000,000,000","40,000,000,000 – <45,000,000,000"
Ammonium boron oxide ((NH4)B5O8),12007-89-5,12007895,CASRN,"50,000 – <250,000","<50,000","<50,000","<50,000"
Ammonium bromide ((NH4)Br),12124-97-9,12124979,CASRN,"250,000 – <550,000","250,000 – <550,000","50,000 – <250,000","50,000 – <250,000"
Ammonium chloride ((NH4)Cl),12125-02-9,12125029,CASRN,"85,000,000 – <100,000,000","70,000,000 – <85,000,000","70,000,000 – <85,000,000","85,000,000 – <100,000,000"
Ammonium fluoride ((NH4)(HF2)),1341-49-7,1341497,CASRN,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000","7,000,000 – <8,500,000"
Ammonium fluoride ((NH4)F),12125-01-8,12125018,CASRN,"7,000,000 – <8,500,000","7,000,000 – <8,500,000","8,500,000 – <10,000,000","8,500,000 – <10,000,000"
Ammonium hydroxide ((NH4)(OH)),1336-21-6,1336216,CASRN,"1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000"
Ammonium molybdenum oxide ((NH4)2Mo2O7),27546-07-2,27546072,CASRN,"10,000,000 – <25,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <25,000,000"
Ammonium molybdenum tungsten nickel hydroxide maleate (PROVISIONAL),261144,261144,Accession Number,"500,000 – <1,000,000","75,000 – <500,000","500,000 – <1,000,000","500,000 – <1,000,000"
Ammonium salt of diisodecyl ester with sulfoalkanedioic acid,28321,28321,Accession Number,"1,880,534","2,297,284","4,599,599","4,014,006"
Ammonium sulfide ((NH4)2(S3)),12259-92-6,12259926,CASRN,"5,000,000 – <10,000,000","5,000,000 – <10,000,000","5,000,000 – <10,000,000","10,000,000 – <50,000,000"
Ammonium sulfide ((NH4)2S),12135-76-1,12135761,CASRN,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000"
Anatase (TiO2),1317-70-0,1317700,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone",81-33-4,81334,CASRN,"500,000 – <1,000,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-bis(2-phenylethyl)-",67075-37-0,67075370,CASRN,"<50,000","<50,000",0,0
"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-bis(3,5-dimethylphenyl)-",4948-15-6,4948156,CASRN,"50,000 – <75,000","75,000 – <100,000","25,000 – <50,000","50,000 – <75,000"
"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-bis[4-(2-phenyldiazenyl)phenyl]-",3049-71-6,3049716,CASRN,"<75,000","<75,000","<75,000","<75,000"
"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-dimethyl-",5521-31-3,5521313,CASRN,"400,000 – <550,000","250,000 – <400,000","250,000 – <400,000","100,000 – <250,000"
"Anthra[2,3-d]oxazole-5,10-dione, 2-(1-amino-9,10-dihydro-9,10-dioxo-2-anthracenyl)-",2379-79-5,2379795,CASRN,"13,448","15,551","7,330","2,976"
"Anthra[9,1,2-cde]benzo[rst]pentaphene-5,10-dione",116-71-2,116712,CASRN,"49,541","61,913","25,220","44,532"
"Anthra[9,1,2-cde]benzo[rst]pentaphene-5,10-dione, 16,17-dimethoxy-",128-58-5,128585,CASRN,"16,534","13,448","26,785","22,597"
Anthracene,120-12-7,120127,CASRN,"311,796","222,302","220,082","362,603"
"Antimonate (Sb(OH)61-), sodium (1:1), (OC-6-11)-",33908-66-6,33908666,CASRN,"2,747,012","3,138,970","2,789,256","2,116,608"
"Antimonate (SbO31-), sodium (1:1)",15432-85-6,15432856,CASRN,"<50,000","50,000 – <250,000","250,000 – <400,000","75,000 – <100,000"
Antimony,7440-36-0,7440360,CASRN,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","25,000,000 – <40,000,000","25,000,000 – <40,000,000"
Antimony chloride (SbCl5),7647-18-9,7647189,CASRN,"50,000 – <250,000","<50,000","<50,000","<50,000"
Antimony oxide (Sb2O3),1309-64-4,1309644,CASRN,"10,000,000 – <50,000,000","10,000,000 – <25,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000"
Antimony oxide (Sb2O5),1314-60-9,1314609,CASRN,"1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000"
Antimony potassium oxide (Sb2K4O7),29638-69-5,29638695,CASRN,"45,609","7,131","133,473","132,974"
Antimony sulfide (Sb2S3),1345-04-6,1345046,CASRN,"250,000 – <400,000","250,000 – <400,000","100,000 – <250,000","75,000 – <100,000"
Antimony tris(dialkyldithiocarbamate),234049,234049,Accession Number,"42,639","41,575","67,357","63,765"
